description	date	replication	population	n	polyp	crc	deadcrc	lifeexp	discounted_lifeexp	lifeobs	discounted_lifeobs	lifelost	discounted_lifelost	crcfree	cost_routine	discounted_cost_routine	cost_diagnostic	discounted_cost_diagnostic	cost_surveillance	discounted_cost_surveillance	cost_treatment	discounted_cost_treatment	value	prob_polyp	prob_crc	prob_crc_given_polyp	prob_crc_given_no_polyp	prob_dead_crc_given_crc	prob_dead_crc	prob_crc_from_medium_polyp	prob_crc_from_large_polyp	time_polyp_to_pre	time_pre_to_clin	time_pre_to_dead	time_clin_to_dead	polyp_prevalence_rate	polyp_prevalence_rate_variance	crc_incidence_rate	crc_incidence_rate_variance	crc_incidence_stage1_rate	crc_incidence_stage1_rate_variance	crc_incidence_stage2_rate	crc_incidence_stage2_rate_variance	crc_incidence_stage3_rate	crc_incidence_stage3_rate_variance	crc_incidence_stage4_rate	crc_incidence_stage4_rate_variance	crc_mortality_rate	crc_mortality_rate_variance	crc_survival_rate	crc_survival_rate_variance	crc_survival_stage1_rate	crc_survival_stage1_rate_variance	crc_survival_stage2_rate	crc_survival_stage2_rate_variance	crc_survival_stage3_rate	crc_survival_stage3_rate_variance	crc_survival_stage4_rate	crc_survival_stage4_rate_variance
anylogic6	05/02/2012 14:41:58	1	0	110000	44800	4586	1559	76.09215276960282	65.65557462576285	75.93298324794429	65.590238360421	0.15916952165847958	0.06533626534189783	75.49291229548778	799.9386272727272	578.1656734289687	142.20014545454546	89.0296896091736	439.94356363636365	210.10272745049144	1163.5018181818182	618.0209879296066	2.064578463863636E7	0.32988181818181816	0.04169090909090909	0.12638134869236917	0.0	0.33994766681203664	0.014172727272727273	0.37803347280334726	0.6219665271966527	16.41125754401765	3.2773131571508802	0.0	5.2285495939602	5942.285714285715	3820.3229813634052	32.24285714285714	29.925672877846843	9.442857142857143	8.540165631469977	9.642857142857142	5.4792960662526	6.871428571428571	7.591925465838514	6.285714285714286	5.163561076604559	13.4	11.547826086956528	0.5391541006033861	0.008623435070838827	0.757326106433249	0.02435295376172721	0.7014479568050996	0.025869703004591203	0.4745898149469578	0.04028794875712351	0.04383838383838383	0.011609911144825508
