AGE_CAT,HI_CAT,HS_CAT,RACE_CAT,SEX_CAT,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,CP1,CP2,CP3,CP4,CP5,CP6,CP7,CP8,CP9,CP10
3,2,3,1,1,0.48586,0.24585,0.04775,0.07166,0.03818,0.01332,0.01307,0.05752,0.02053,0.00627,0.48586,0.73171,0.77946,0.85111,0.88929,0.90261,0.91568,0.9732,0.99373,1
3,2,3,1,2,0.38767,0.30866,0.05318,0.11318,0.02873,0.01402,0.02554,0.04535,0.01796,0.00571,0.38767,0.69633,0.74952,0.8627,0.89142,0.90544,0.93098,0.97633,0.99429,1
3,2,3,2,1,0.43198,0.25274,0.02203,0.13517,0.01788,0.02785,0.00738,0.03989,0.0275,0.03757,0.43198,0.68472,0.70675,0.84192,0.8598,0.88765,0.89504,0.93493,0.96243,1
3,2,3,2,2,0.32923,0.30308,0.02344,0.20391,0.01285,0.02799,0.01379,0.03004,0.022979,0.03269,0.32923,0.63231,0.65575,0.85966,0.87252,0.90051,0.9143,0.94434,0.96731,1
3,2,3,3,1,0.73614,0.1629,0.01615,0.04365,0.0074,0,0,0.00449,0.012804,0.01646,0.73614,0.89905,0.9152,0.95885,0.96625,0.96625,0.96625,0.97074,0.98354,1
3,2,3,3,2,0.64255,0.22374,0.01968,0.07541,0.00609,0,0,0.00387,0.012254,0.0164,0.64255,0.86629,0.88597,0.96139,0.96748,0.96748,0.96748,0.97135,0.9836,1
3,3,1,1,1,0.08103,0.73706,0.08331,0.00324,0.00236,0.00069,0.00253,0.0032,0.025966,0.06061,0.08103,0.81809,0.9014,0.90464,0.907,0.9077,0.91022,0.91343,0.93939,1
3,3,1,1,2,0.05498,0.78699,0.07893,0.00435,0.00151,0.00062,0.0042,0.00215,0.019319,0.04695,0.05498,0.84198,0.9209,0.92526,0.92677,0.92738,0.93159,0.93373,0.95305,1
3,3,1,2,1,0.13312,0.68842,0.05303,0.01163,0.00146,0.00064,0,0.00276,0.032427,0.07651,0.13312,0.82154,0.87457,0.8862,0.88766,0.8883,0.8883,0.89106,0.92349,1
3,3,1,2,2,0.09237,0.75159,0.05137,0.01597,0.00095,0.00059,0,0.00189,0.024669,0.0606,0.09237,0.84396,0.89533,0.9113,0.91225,0.91284,0.91284,0.91473,0.9394,1
3,3,1,3,1,0.13745,0.54993,0.14033,0.00432,0.00665,0.0011,0,0.00354,0.070194,0.08649,0.13745,0.68738,0.8277,0.83203,0.83868,0.83978,0.83978,0.84332,0.91351,1
3,3,1,3,2,0.09859,0.62068,0.14052,0.00614,0.0045,0.00104,0,0.00251,0.055203,0.07081,0.09859,0.71927,0.85979,0.86593,0.87043,0.87147,0.87147,0.87398,0.92919,1
3,3,2,1,1,0.08302,0.73017,0.07143,0.00583,0.00129,0.00242,0.00159,0.01122,0.03524,0.0578,0.08302,0.81319,0.88462,0.89045,0.89174,0.89415,0.89574,0.90696,0.9422,1
3,3,2,1,2,0.05659,0.78307,0.06797,0.00786,0.00083,0.00217,0.00266,0.00755,0.026334,0.04497,0.05659,0.83965,0.90762,0.91549,0.91631,0.91849,0.92114,0.9287,0.95503,1
3,3,2,2,1,0.14103,0.63074,0.03062,0.02411,0.00649,0.00795,0.0051,0.01502,0.053492,0.08545,0.14103,0.77177,0.80239,0.8265,0.83299,0.84094,0.84603,0.86105,0.91455,1
3,3,2,2,2,0.09903,0.69692,0.03002,0.03351,0.0043,0.00736,0.00877,0.01042,0.041183,0.0685,0.09903,0.79595,0.82596,0.85947,0.86377,0.87113,0.8799,0.89032,0.9315,1
3,3,2,3,1,0.17375,0.60879,0.06944,0.0067,0.00665,0.00277,0,0.00889,0.061935,0.06108,0.17375,0.78254,0.85197,0.85868,0.86533,0.86809,0.86809,0.87698,0.93892,1
3,3,2,3,2,0.12426,0.68511,0.06933,0.00949,0.00449,0.00261,0,0.00628,0.048567,0.04987,0.12426,0.80937,0.8787,0.88819,0.89268,0.89529,0.89529,0.90156,0.95013,1
3,3,3,1,1,0.20997,0.60668,0.07693,0.02649,0.00348,0.00627,0.00107,0.00857,0.035472,0.02507,0.20997,0.81665,0.89358,0.92007,0.92355,0.92982,0.93089,0.93945,0.97493,1
3,3,3,1,2,0.14844,0.67485,0.07592,0.03707,0.00232,0.00585,0.00185,0.00598,0.027494,0.02023,0.14844,0.82328,0.8992,0.93627,0.93859,0.94444,0.94629,0.95227,0.97977,1
3,3,3,2,1,0.25881,0.44859,0.03613,0.07705,0.00439,0.01245,0.00462,0.00525,0.047964,0.10475,0.25881,0.7074,0.74353,0.82058,0.82496,0.83741,0.84203,0.84729,0.89525,1
3,3,3,2,2,0.18797,0.51266,0.03664,0.11077,0.003,0.01192,0.00822,0.00377,0.038195,0.08685,0.18797,0.70063,0.73727,0.84804,0.85104,0.86297,0.87119,0.87496,0.91315,1
3,3,3,3,1,0.42772,0.39739,0.05786,0.01683,0.01003,0,0,0.00267,0.03845,0.04906,0.42772,0.8251,0.88296,0.89979,0.90982,0.90982,0.90982,0.91249,0.95094,1
3,3,3,3,2,0.33485,0.48952,0.06324,0.02608,0.00741,0,0,0.00206,0.033003,0.04384,0.33485,0.82437,0.8876,0.91369,0.92109,0.92109,0.92109,0.92316,0.95616,1
4,1,1,1,1,0.41114,0.15706,0.10576,0.08725,0.08283,0.08803,0.02682,0.00655,0.021705,0.01284,0.41114,0.5682,0.67396,0.76122,0.84405,0.93208,0.9589,0.96546,0.98716,1
4,1,1,1,2,0.36801,0.22824,0.07914,0.12532,0.03963,0.11176,0.01773,0.00745,0.01326,0.00947,0.36801,0.59624,0.67539,0.8007,0.84034,0.9521,0.96982,0.97727,0.99053,1
4,1,1,2,1,0.37756,0.15186,0.0324,0.15749,0.08171,0.11085,0.02991,0.01052,0.03276,0.01494,0.37756,0.52942,0.56182,0.71931,0.80102,0.91187,0.94178,0.9523,0.98506,1
4,1,1,2,2,0.32136,0.20984,0.02305,0.21508,0.03718,0.13382,0.01879,0.01137,0.019031,0.01048,0.32136,0.53119,0.55425,0.76933,0.8065,0.94033,0.95912,0.97049,0.98952,1
4,1,1,3,1,0.48281,0.1464,0.04793,0.06743,0.0788,0.05964,0,0.01279,0.097059,0.00715,0.48281,0.62921,0.67713,0.74457,0.82336,0.88301,0.88301,0.89579,0.99285,1
4,1,1,3,2,0.44546,0.21929,0.03697,0.09983,0.03886,0.07805,0,0.01498,0.061121,0.00543,0.44546,0.66475,0.70172,0.80155,0.84041,0.91846,0.91846,0.93345,0.99457,1
4,1,2,1,1,0.46203,0.13013,0.09566,0.13397,0.04513,0.04122,0.00547,0.02823,0.042425,0.01572,0.46203,0.59216,0.68783,0.8218,0.86694,0.90815,0.91362,0.94185,0.98428,1
4,1,2,1,2,0.40793,0.18652,0.07061,0.18979,0.0213,0.05161,0.00356,0.03166,0.025565,0.01144,0.40793,0.59445,0.66507,0.85486,0.87616,0.92778,0.93134,0.963,0.98856,1
4,1,2,2,1,0.45954,0.10089,0.01968,0.22034,0.04229,0.05504,0.00334,0.03321,0.052348,0.01332,0.45954,0.56043,0.58011,0.80045,0.84274,0.89778,0.90112,0.93433,0.98668,1
4,1,2,2,2,0.38768,0.13818,0.01388,0.29826,0.01907,0.06586,0.00208,0.03558,0.030142,0.00926,0.38768,0.52586,0.53974,0.838,0.85707,0.92294,0.92502,0.9606,0.99074,1
4,1,2,3,1,0.56514,0.10103,0.02161,0.15099,0.05815,0.00571,0,0.01057,0.080947,0.00587,0.56514,0.66616,0.68777,0.83876,0.89691,0.90262,0.90262,0.91318,0.99413,1
4,1,2,3,2,0.51275,0.14881,0.01639,0.21981,0.0282,0.00735,0,0.01218,0.050127,0.00439,0.51275,0.66156,0.67795,0.89776,0.92596,0.93331,0.93331,0.94549,0.99561,1
4,1,3,1,1,0.59055,0.1086,0.04235,0.10111,0.02812,0.04552,0,0,0.050534,0.03321,0.59055,0.69915,0.7415,0.84261,0.87074,0.91626,0.91626,0.91626,0.96679,1
4,1,3,1,2,0.53397,0.15942,0.03202,0.1467,0.01359,0.05838,0,0,0.031187,0.02474,0.53397,0.69339,0.72541,0.8721,0.8857,0.94407,0.94407,0.94407,0.97526,1
4,1,3,2,1,0.42803,0.06989,0.0062,0.32319,0.02865,0.12407,0,0,0,0.01996,0.42803,0.49792,0.50413,0.82732,0.85596,0.98004,0.98004,0.98004,0.98004,1
4,1,3,2,2,0.33624,0.08914,0.00407,0.40736,0.01203,0.13824,0,0,0,0.01292,0.33624,0.42538,0.42945,0.83681,0.84884,0.98708,0.98708,0.98708,0.98708,1
4,1,3,3,1,0.62393,0.17435,0.00343,0.15136,0.02717,0.00988,0,0,0.000001,0.00987,0.62393,0.79828,0.80172,0.95308,0.98025,0.99013,0.99013,0.99013,0.99013,1
4,1,3,3,2,0.52458,0.23798,0.00241,0.2042,0.01221,0.01178,0,0,0.000001,0.00684,0.52458,0.76256,0.76498,0.96917,0.98138,0.99316,0.99316,0.99316,0.99316,1
4,2,1,1,1,0.21243,0.53657,0.08875,0.02038,0.02016,0.02391,0.0243,0.00446,0.020176,0.04886,0.21243,0.749,0.83775,0.85813,0.8783,0.90221,0.9265,0.93096,0.95114,1
4,2,1,1,2,0.19246,0.5893,0.07769,0.02501,0.01638,0.02271,0.01981,0.00617,0.009756,0.04072,0.19246,0.78176,0.85945,0.88446,0.90084,0.92354,0.94335,0.94952,0.95928,1
4,2,1,2,1,0.1654,0.55144,0.03645,0.02586,0.01942,0.02147,0.0242,0.01089,0.040771,0.1041,0.1654,0.71684,0.75329,0.77915,0.79857,0.82004,0.84424,0.85513,0.8959,1
4,2,1,2,2,0.15037,0.60772,0.03202,0.03184,0.01583,0.02046,0.0198,0.01513,0.019782,0.08705,0.15037,0.75809,0.79011,0.82195,0.83778,0.85824,0.87804,0.89317,0.91295,1
4,2,1,3,1,0.30882,0.35801,0.09414,0.01616,0.02226,0.04356,0.01463,0.00595,0.069708,0.06676,0.30882,0.66683,0.76097,0.77713,0.79939,0.84295,0.85758,0.86353,0.93324,1
4,2,1,3,2,0.29633,0.41645,0.08728,0.021,0.01915,0.04382,0.01263,0.00873,0.035699,0.05893,0.29633,0.71277,0.80005,0.82105,0.8402,0.88401,0.89664,0.90537,0.94107,1
4,2,2,1,1,0.31102,0.41807,0.10253,0.04157,0.02682,0.02374,0.01856,0.01184,0.024463,0.02139,0.31102,0.72908,0.83162,0.87319,0.90001,0.92375,0.94231,0.95415,0.97861,1
4,2,2,1,2,0.28543,0.46511,0.09091,0.05166,0.02207,0.02284,0.01533,0.01661,0.011982,0.01806,0.28543,0.75054,0.84145,0.89311,0.91518,0.93802,0.95335,0.96996,0.98194,1
4,2,2,2,1,0.31403,0.41252,0.03386,0.05754,0.02937,0.02707,0.01212,0.02537,0.048389,0.03973,0.31403,0.72655,0.76041,0.81795,0.84732,0.87439,0.88651,0.91189,0.96027,1
4,2,2,2,2,0.2877,0.45815,0.02997,0.07139,0.02413,0.026,0.00999,0.03554,0.023661,0.03348,0.2877,0.74585,0.77582,0.84721,0.87133,0.89733,0.90733,0.94286,0.96652,1
4,2,2,3,1,0.51267,0.25291,0.05901,0.05231,0.04365,0.00963,0.00593,0.0033,0.039259,0.02133,0.51267,0.76558,0.82459,0.8769,0.92055,0.93018,0.93611,0.93941,0.97867,1
4,2,2,3,2,0.48951,0.29275,0.05444,0.06764,0.03737,0.00963,0.00509,0.00482,0.020007,0.01874,0.48951,0.78226,0.8367,0.90434,0.94171,0.95135,0.95644,0.96125,0.98126,1
4,2,3,1,1,0.44581,0.33286,0.05128,0.07868,0.02027,0.04697,0.0151,0.00903,0.000001,0,0.44581,0.77867,0.82995,0.90863,0.9289,0.97587,0.99097,1,1,1
4,2,3,1,2,0.4052,0.36676,0.04503,0.09685,0.01652,0.04475,0.01235,0.01254,0,0,0.4052,0.77196,0.81699,0.91383,0.93035,0.9751,0.98746,1,1,1
4,2,3,2,1,0.3008,0.25001,0.01106,0.19409,0.02212,0.10025,0.03168,0.08999,0,0,0.3008,0.55081,0.56186,0.75595,0.77808,0.87833,0.91001,1,1,1
4,2,3,2,2,0.25744,0.25939,0.00914,0.22496,0.01698,0.08994,0.0244,0.11775,0,0,0.25744,0.51683,0.52598,0.75093,0.76791,0.85785,0.88225,1,1,1
4,2,3,3,1,0.49962,0.32776,0.00834,0.10352,0.01947,0.02348,0.01781,0,0,0,0.49962,0.82738,0.83572,0.93924,0.9587,0.98219,1,1,1,1
4,2,3,3,2,0.45284,0.36013,0.0073,0.12706,0.01582,0.02231,0.01453,0,0,0,0.45284,0.81297,0.82027,0.94734,0.96316,0.98547,1,1,1,1
4,3,1,1,1,0.04296,0.76904,0.08339,0.00387,0.00702,0.00419,0.00711,0.00464,0.016111,0.06165,0.04296,0.812,0.89539,0.89926,0.90629,0.91048,0.91759,0.92224,0.93835,1
4,3,1,1,2,0.04167,0.79344,0.07787,0.00381,0.00499,0.00487,0.00838,0.00335,0.015813,0.04582,0.04167,0.8351,0.91298,0.91679,0.92177,0.92664,0.93502,0.93837,0.95418,1
4,3,1,2,1,0.07674,0.64742,0.03457,0.01104,0.00817,0.00449,0.00862,0.01057,0.038136,0.16025,0.07674,0.72416,0.75873,0.76977,0.77794,0.78243,0.79105,0.80162,0.83975,1
4,3,1,2,2,0.07667,0.68801,0.03325,0.0112,0.00598,0.00537,0.01046,0.00785,0.038553,0.12267,0.07667,0.76467,0.79792,0.80912,0.81509,0.82046,0.83092,0.83878,0.87733,1
4,3,1,3,1,0.07768,0.58619,0.09249,0.00557,0.00437,0.00926,0.00813,0.01325,0.080781,0.12227,0.07768,0.66387,0.75636,0.76194,0.76631,0.77557,0.7837,0.79695,0.87773,1
4,3,1,3,2,0.07727,0.62021,0.08857,0.00563,0.00318,0.01102,0.00983,0.0098,0.081306,0.09319,0.07727,0.69748,0.78605,0.79168,0.79486,0.80588,0.8157,0.82551,0.90681,1
4,3,2,1,1,0.05824,0.73625,0.0951,0.00775,0.00659,0.00477,0.00856,0.00675,0.018393,0.0576,0.05824,0.79448,0.88959,0.89734,0.90392,0.90869,0.91726,0.924,0.9424,1
4,3,2,1,2,0.05657,0.7607,0.08894,0.00764,0.00468,0.00554,0.01011,0.00487,0.018078,0.04287,0.05657,0.81727,0.90621,0.91385,0.91853,0.92407,0.93417,0.93905,0.95713,1
4,3,2,2,1,0.13566,0.59842,0.03188,0.02425,0.00876,0.00652,0.00684,0.01355,0.042854,0.13125,0.13566,0.73409,0.76597,0.79022,0.79898,0.80551,0.81235,0.8259,0.86875,1
4,3,2,2,2,0.13511,0.63398,0.03057,0.02452,0.00639,0.00777,0.00828,0.01004,0.043189,0.10016,0.13511,0.76909,0.79966,0.82418,0.83057,0.83834,0.84661,0.85665,0.89984,1
4,3,2,3,1,0.14098,0.60073,0.06756,0.02091,0.00714,0.00277,0.00613,0.00475,0.050573,0.09845,0.14098,0.74172,0.80928,0.83019,0.83733,0.8401,0.84623,0.85097,0.90155,1
4,3,2,3,2,0.13925,0.63119,0.06425,0.02097,0.00516,0.00327,0.00736,0.00349,0.050549,0.07452,0.13925,0.77044,0.83469,0.85566,0.86082,0.86409,0.87145,0.87493,0.92548,1
4,3,3,1,1,0.17311,0.61785,0.09407,0.00757,0.01279,0.01003,0.01354,0.00236,0.022356,0.04632,0.17311,0.79096,0.88503,0.8926,0.90539,0.91542,0.92896,0.93132,0.95368,1
4,3,3,1,2,0.16868,0.6404,0.08825,0.00749,0.00913,0.01168,0.01602,0.00171,0.022043,0.03459,0.16868,0.80908,0.89733,0.90482,0.91395,0.92563,0.94166,0.94337,0.96541,1
4,3,3,2,1,0.3053,0.43307,0.02333,0.04786,0.01922,0.02909,0.03935,0.02502,0,0.07778,0.3053,0.73837,0.76169,0.80955,0.82877,0.85786,0.89721,0.92222,0.92222,1
4,3,3,2,2,0.30172,0.45526,0.02219,0.04802,0.01391,0.03438,0.04724,0.01838,0,0.0589,0.30172,0.75698,0.77918,0.82719,0.8411,0.87548,0.92272,0.9411,0.9411,1
4,3,3,3,1,0.22858,0.6583,0.01515,0.01715,0.00656,0.00575,0.02872,0,0,0.0398,0.22858,0.88688,0.90202,0.91917,0.92573,0.93149,0.9602,0.9602,0.9602,1
4,3,3,3,2,0.22023,0.67469,0.01405,0.01677,0.00463,0.00663,0.03361,0,0,0.02938,0.22023,0.89492,0.90897,0.92574,0.93038,0.93701,0.97062,0.97062,0.97062,1
5,1,1,1,1,0.23904,0.19746,0.11484,0.07069,0.11228,0.08533,0.04739,0.01574,0.082938,0.0343,0.23904,0.4365,0.55134,0.62202,0.7343,0.81963,0.86702,0.88276,0.9657,1
5,1,1,1,2,0.25408,0.24032,0.12737,0.07911,0.10081,0.0989,0.04482,0.01428,0.01795,0.02236,0.25408,0.4944,0.62177,0.70089,0.8017,0.90059,0.94542,0.95969,0.97764,1
5,1,1,2,1,0.26863,0.1111,0.03485,0.14033,0.08781,0.14736,0.05788,0.03142,0.080641,0.04,0.26863,0.37972,0.41457,0.5549,0.64271,0.79007,0.84794,0.87936,0.96,1
5,1,1,2,2,0.25315,0.19043,0.03275,0.15466,0.08786,0.16404,0.04633,0.02268,0.018933,0.02917,0.25315,0.44358,0.47633,0.63099,0.71885,0.88289,0.92922,0.9519,0.97083,1
5,1,1,3,1,0.35969,0.09237,0.06962,0.1359,0.09736,0.09882,0.04982,0.01058,0.070857,0.01501,0.35969,0.45205,0.52167,0.65757,0.75493,0.85374,0.90356,0.91414,0.98499,1
5,1,1,3,2,0.31127,0.1535,0.1177,0.0943,0.07711,0.10156,0.06093,0.01242,0.049421,0.0218,0.31127,0.46477,0.58247,0.67676,0.75387,0.85543,0.91636,0.92878,0.9782,1
5,1,2,1,1,0.33751,0.12634,0.11057,0.09706,0.10356,0.07244,0.04707,0.0054,0.073711,0.02634,0.33751,0.46385,0.57442,0.67148,0.77504,0.84748,0.89455,0.89995,0.97366,1
5,1,2,1,2,0.35759,0.15326,0.12224,0.10828,0.09269,0.08368,0.04437,0.00488,0.015901,0.01711,0.35759,0.51085,0.63309,0.74136,0.83405,0.91773,0.9621,0.96699,0.98289,1
5,1,2,2,1,0.36008,0.06748,0.03185,0.18292,0.0769,0.11876,0.05457,0.01023,0.06804,0.02916,0.36008,0.42757,0.45942,0.64234,0.71924,0.838,0.89256,0.9028,0.97084,1
5,1,2,2,2,0.34485,0.11755,0.03043,0.20488,0.07819,0.13435,0.04439,0.00751,0.016234,0.02161,0.34485,0.4624,0.49283,0.69771,0.7759,0.91026,0.95465,0.96215,0.97839,1
5,1,2,3,1,0.45269,0.05268,0.05975,0.16633,0.08004,0.07477,0.0441,0.00323,0.056132,0.01027,0.45269,0.50536,0.56511,0.73144,0.81149,0.88626,0.93036,0.93359,0.98973,1
5,1,2,3,2,0.41334,0.09237,0.10658,0.12177,0.06689,0.08109,0.05691,0.00401,0.041309,0.01574,0.41334,0.50571,0.61229,0.73405,0.80094,0.88203,0.93894,0.94295,0.98426,1
5,1,3,1,1,0.42242,0.11269,0.05751,0.10343,0.04213,0.11499,0.03433,0,0.071254,0.04125,0.42242,0.53511,0.59261,0.69604,0.73817,0.85316,0.88749,0.88749,0.95875,1
5,1,3,1,2,0.44386,0.13558,0.06305,0.11444,0.0374,0.13175,0.0321,0,0.015245,0.02658,0.44386,0.57944,0.64249,0.75693,0.79433,0.92608,0.95818,0.95818,0.97342,1
5,1,3,2,1,0.41216,0.05505,0.01515,0.17828,0.02861,0.17242,0.0364,0,0.060153,0.04177,0.41216,0.46721,0.48236,0.66065,0.68925,0.86167,0.89808,0.89808,0.95823,1
5,1,3,2,2,0.39321,0.09553,0.01442,0.19892,0.02898,0.19431,0.0295,0,0.014297,0.03084,0.39321,0.48874,0.50316,0.70208,0.73105,0.92537,0.95487,0.95487,0.96916,1
5,1,3,3,1,0.52671,0.04368,0.02889,0.16478,0.03027,0.11035,0.02991,0,0.050445,0.01496,0.52671,0.5704,0.59929,0.76407,0.79434,0.90469,0.9346,0.9346,0.98504,1
5,1,3,3,2,0.49413,0.07869,0.05294,0.12395,0.02599,0.12295,0.03965,0,0.038142,0.02355,0.49413,0.57282,0.62577,0.74971,0.7757,0.89866,0.93831,0.93831,0.97645,1
5,2,1,1,1,0.11195,0.48448,0.13066,0.00696,0.04648,0.0144,0.06894,0.01109,0.057711,0.06733,0.11195,0.59644,0.7271,0.73406,0.78053,0.79493,0.86387,0.87496,0.93267,1
5,2,1,1,2,0.12088,0.55467,0.12241,0.01153,0.04535,0.02555,0.0409,0.0078,0.023746,0.04717,0.12088,0.67556,0.79796,0.80949,0.85484,0.88039,0.92129,0.92909,0.95283,1
5,2,1,2,1,0.16685,0.36151,0.05258,0.01832,0.04821,0.03297,0.11165,0.02936,0.074417,0.10413,0.16685,0.52836,0.58094,0.59926,0.64747,0.68044,0.79209,0.82145,0.89587,1
5,2,1,2,2,0.14387,0.52504,0.0376,0.02693,0.04721,0.05063,0.0505,0.0148,0.029919,0.07351,0.14387,0.66891,0.70651,0.73344,0.78065,0.83128,0.88177,0.89657,0.92649,1
5,2,1,3,1,0.23952,0.32222,0.11263,0.01902,0.0573,0.02371,0.10303,0.0106,0.070102,0.04189,0.23952,0.56174,0.67437,0.69339,0.75069,0.77439,0.87742,0.88801,0.95811,1
5,2,1,3,2,0.17142,0.4101,0.13093,0.01591,0.04015,0.03038,0.06435,0.00785,0.07568,0.05323,0.17142,0.58152,0.71245,0.72836,0.76851,0.79888,0.86324,0.87109,0.94677,1
5,2,2,1,1,0.21483,0.40614,0.08243,0.02716,0.08862,0.03265,0.05983,0.01392,0.043168,0.03127,0.21483,0.62096,0.70339,0.73055,0.81917,0.85182,0.91165,0.92557,0.96873,1
5,2,2,1,2,0.22123,0.44345,0.07364,0.04293,0.08247,0.05527,0.03385,0.00933,0.01694,0.02089,0.22123,0.66468,0.73833,0.78126,0.86372,0.91899,0.95284,0.96217,0.97911,1
5,2,2,2,1,0.28275,0.26763,0.02929,0.06314,0.08118,0.06604,0.08557,0.03254,0.049158,0.04271,0.28275,0.55038,0.57967,0.64281,0.72399,0.79003,0.8756,0.90814,0.95729,1
5,2,2,2,2,0.2362,0.37657,0.02029,0.08993,0.07702,0.09824,0.03749,0.01589,0.019148,0.02921,0.2362,0.61278,0.63307,0.72301,0.80002,0.89826,0.93576,0.95164,0.97079,1
5,2,2,3,1,0.37902,0.22275,0.05859,0.06122,0.0901,0.04433,0.07373,0.01097,0.043242,0.01604,0.37902,0.60177,0.66036,0.72158,0.81168,0.85602,0.92975,0.94072,0.98396,1
5,2,2,3,2,0.29638,0.30975,0.07441,0.05595,0.06897,0.06207,0.05032,0.00888,0.051004,0.02227,0.29638,0.60612,0.68053,0.73649,0.80546,0.86753,0.91784,0.92672,0.97773,1
5,2,3,1,1,0.22401,0.32299,0.11092,0.05639,0.06193,0.0414,0.06433,0.05265,0.000002,0.06538,0.22401,0.547,0.65792,0.71431,0.77624,0.81764,0.88197,0.93461,0.93462,1
5,2,3,1,2,0.22735,0.34756,0.09766,0.08785,0.0568,0.06907,0.03587,0.03479,0.000001,0.04305,0.22735,0.57491,0.67257,0.76042,0.81722,0.88629,0.92216,0.95695,0.95695,1
5,2,3,2,1,0.26253,0.18951,0.0351,0.11675,0.05051,0.07457,0.08192,0.10959,0.000002,0.07952,0.26253,0.45205,0.48715,0.60389,0.65441,0.72897,0.81089,0.92048,0.92048,1
5,2,3,2,2,0.22397,0.27232,0.02483,0.16981,0.04894,0.11328,0.03666,0.05464,0.000001,0.05554,0.22397,0.49629,0.52112,0.69093,0.73988,0.85316,0.88982,0.94446,0.94446,1
5,2,3,3,1,0.37575,0.16842,0.07496,0.12085,0.05987,0.05345,0.07537,0.03943,0.000002,0.03189,0.37575,0.54418,0.61913,0.73999,0.79985,0.8533,0.92867,0.96811,0.96811,1
5,2,3,3,2,0.29921,0.23849,0.09695,0.11249,0.04667,0.0762,0.05238,0.03251,0.000002,0.04509,0.29921,0.5377,0.63465,0.74714,0.79381,0.87001,0.92239,0.9549,0.95491,1
5,3,1,1,1,0.02348,0.70882,0.08954,0.00188,0.00757,0.00709,0.02831,0.00478,0.037212,0.09131,0.02348,0.73231,0.82184,0.82373,0.8313,0.83839,0.8667,0.87148,0.90869,1
5,3,1,1,2,0.02921,0.71976,0.10416,0.00366,0.0073,0.0064,0.03092,0.00418,0.026118,0.06828,0.02921,0.74897,0.85314,0.8568,0.8641,0.8705,0.90142,0.9056,0.93172,1
5,3,1,2,1,0.03992,0.60329,0.0411,0.00566,0.00896,0.01851,0.0523,0.01444,0.054733,0.16109,0.03992,0.64322,0.68432,0.68997,0.69893,0.71744,0.76974,0.78418,0.83891,1
5,3,1,2,2,0.03613,0.70797,0.03325,0.00889,0.0079,0.01317,0.03968,0.00824,0.034194,0.11059,0.03613,0.7441,0.77735,0.78623,0.79413,0.8073,0.84698,0.85522,0.88941,1
5,3,1,3,1,0.06492,0.60917,0.09973,0.00665,0.01206,0.01508,0.05467,0.0059,0.058409,0.0734,0.06492,0.6741,0.77382,0.78048,0.79254,0.80761,0.86229,0.86819,0.9266,1
5,3,1,3,2,0.04516,0.58014,0.12146,0.00551,0.00704,0.00829,0.05305,0.00459,0.090742,0.08401,0.04516,0.62531,0.74676,0.75227,0.75932,0.76761,0.82066,0.82524,0.91599,1
5,3,2,1,1,0.07552,0.65283,0.09017,0.0053,0.02144,0.0161,0.0287,0.00859,0.029404,0.07195,0.07552,0.72835,0.81852,0.82382,0.84526,0.86136,0.89006,0.89865,0.92805,1
5,3,2,1,2,0.09205,0.64955,0.10279,0.01011,0.02025,0.01425,0.03072,0.00735,0.020222,0.05272,0.09205,0.7416,0.84438,0.85449,0.87474,0.88899,0.91971,0.92706,0.94728,1
5,3,2,2,1,0.12135,0.52524,0.03913,0.01506,0.02398,0.03976,0.05011,0.02451,0.040882,0.11998,0.12135,0.64659,0.68572,0.70078,0.72475,0.76451,0.81463,0.83914,0.88002,1
5,3,2,2,2,0.11084,0.62206,0.03194,0.02389,0.02133,0.02856,0.03837,0.01411,0.025777,0.08313,0.11084,0.73289,0.76484,0.78872,0.81005,0.83861,0.87698,0.89109,0.91687,1
5,3,2,3,1,0.18518,0.49765,0.08908,0.01662,0.03029,0.03039,0.04916,0.0094,0.040937,0.0513,0.18518,0.68282,0.7719,0.78852,0.81882,0.8492,0.89836,0.90776,0.9487,1
5,3,2,3,2,0.13752,0.50594,0.11582,0.01469,0.01889,0.01784,0.05092,0.0078,0.067895,0.06268,0.13752,0.64346,0.75928,0.77398,0.79286,0.8107,0.86162,0.86942,0.93732,1
5,3,3,1,1,0.18354,0.44797,0.0208,0.02839,0.05567,0.03802,0.08416,0.00988,0.017508,0.11407,0.18354,0.63152,0.65231,0.6807,0.73637,0.77439,0.85855,0.86843,0.88593,1
5,3,3,1,2,0.21771,0.43373,0.02307,0.05265,0.05117,0.03273,0.08766,0.00823,0.011717,0.08133,0.21771,0.65145,0.67451,0.72716,0.77833,0.81107,0.89872,0.90695,0.91867,1
5,3,3,2,1,0.2285,0.27921,0.00699,0.06243,0.04823,0.07273,0.11385,0.02184,0.018857,0.14736,0.2285,0.50771,0.5147,0.57713,0.62536,0.69809,0.81194,0.83378,0.85264,1
5,3,3,2,2,0.21899,0.34699,0.00599,0.10391,0.04502,0.05481,0.09147,0.01319,0.012477,0.10714,0.21899,0.56599,0.57197,0.67588,0.7209,0.77572,0.86719,0.88039,0.89286,1
5,3,3,3,1,0.34301,0.26025,0.01566,0.06778,0.05995,0.05468,0.10987,0.00824,0.018576,0.06198,0.34301,0.60326,0.61891,0.6867,0.74665,0.80133,0.9112,0.91944,0.93802,1
