sex,ageCat,raceCat,HISP,householdIncomeCat_NEW,MARRIED,increase
2,1,3,0,3,0,0.268933244
2,1,3,0,4,1,0.2929522
2,1,3,0,4,0,0.297005988
2,1,3,0,5,1,0.303285173
2,1,3,0,5,0,0.285521933
2,1,1,1,1,1,0
2,1,1,1,1,0,0
2,1,1,1,2,1,0
2,1,1,1,2,0,0
2,1,1,1,3,1,0
2,1,1,1,3,0,0
2,1,1,1,4,1,0
2,1,1,1,4,0,0
2,1,1,1,5,1,0
2,1,1,1,5,0,0
2,1,2,1,1,1,0
2,1,2,1,1,0,0
2,1,2,1,2,1,0
2,1,2,1,2,0,0
2,1,2,1,3,1,0
2,1,2,1,3,0,0
2,1,2,1,4,1,0
2,1,2,1,4,0,0
2,1,2,1,5,1,0
2,1,2,1,5,0,0
2,1,3,1,1,1,0
2,1,3,1,1,0,0
2,1,3,1,2,1,0
2,1,3,1,2,0,0
2,1,3,1,3,1,0
2,1,3,1,3,0,0
2,1,3,1,4,1,0
2,1,3,1,4,0,0
2,1,3,1,5,1,0
2,1,3,1,5,0,0
2,2,1,0,1,1,0.098717484
2,2,1,0,1,0,0.121308893
2,2,1,0,2,1,0.107541093
2,2,1,0,2,0,0.12661627
2,2,1,0,3,1,0.138068138
2,2,1,0,3,0,0.15279677
2,2,1,0,4,1,0.17960005
2,2,1,0,4,0,0.183887525
2,2,1,0,5,1,0.198770926
2,2,1,0,5,0,0.188924772
2,2,2,0,1,1,0.261804946
2,2,2,0,1,0,0.312454407
2,2,2,0,2,1,0.27679762
2,2,2,0,2,0,0.319251979
2,2,2,0,3,1,0.345756518
2,2,2,0,3,0,0.376382055
2,2,2,0,4,1,0.426791277
2,2,2,0,4,0,0.435390344
2,2,2,0,5,1,0.458755248
2,2,2,0,5,0,0.432665088
2,2,3,0,1,1,0.216226457
2,2,3,0,1,0,0.244049757
2,2,3,0,2,1,0.207766323
2,2,3,0,2,0,0.23310655
2,2,3,0,3,1,0.250856042
2,2,3,0,3,0,0.267260364
2,2,3,0,4,1,0.292018284
2,2,3,0,4,0,0.296319597
2,2,3,0,5,1,0.302647234
2,2,3,0,5,0,0.284323496
2,2,1,1,1,1,0
2,2,1,1,1,0,0
2,2,1,1,2,1,0
2,2,1,1,2,0,0
2,2,1,1,3,1,0
2,2,1,1,3,0,0
2,2,1,1,4,1,0
2,2,1,1,4,0,0
2,2,1,1,5,1,0
2,2,1,1,5,0,0
2,2,2,1,1,1,0
2,2,2,1,1,0,0
2,2,2,1,2,1,0
2,2,2,1,2,0,0
2,2,2,1,3,1,0
2,2,2,1,3,0,0
2,2,2,1,4,1,0
2,2,2,1,4,0,0
2,2,2,1,5,1,0
2,2,2,1,5,0,0
2,2,3,1,1,1,0
2,2,3,1,1,0,0
2,2,3,1,2,1,0
2,2,3,1,2,0,0
2,2,3,1,3,1,0
2,2,3,1,3,0,0
2,2,3,1,4,1,0
2,2,3,1,4,0,0
2,2,3,1,5,1,0
2,2,3,1,5,0,0
2,3,1,0,1,1,0.102198212
2,3,1,0,1,0,0.124671539
2,3,1,0,2,1,0.111029963
2,3,1,0,2,0,0.129914891
2,3,1,0,3,1,0.141122255
2,3,1,0,3,0,0.15546907
2,3,1,0,4,1,0.181194646
2,3,1,0,4,0,0.185261165
2,3,1,0,5,1,0.199367089
2,3,1,0,5,0,0.189985867
2,3,2,0,1,1,0.279213725
2,3,2,0,1,0,0.328145597
2,3,2,0,2,1,0.293865724
2,3,2,0,2,0,0.33460904
2,3,2,0,3,1,0.359532756
2,3,2,0,3,0,0.387850318
2,3,2,0,4,1,0.43335872
2,3,2,0,4,0,0.441009682
2,3,2,0,5,1,0.461429582
2,3,2,0,5,0,0.438582729
2,3,3,0,1,1,0.164152334
2,3,3,0,1,0,0.198343049
2,3,3,0,2,1,0.154563273
2,3,3,0,2,0,0.184309762
2,3,3,0,3,1,0.207511049
2,3,3,0,3,0,0.230806047
2,3,3,0,4,1,0.270319321
2,3,3,0,4,0,0.277723428
2,3,3,0,5,1,0.289191124
2,3,3,0,5,0,0.257529943
2,3,1,1,1,1,0
2,3,1,1,1,0,0
2,3,1,1,2,1,0
2,3,1,1,2,0,0
2,3,1,1,3,1,0
2,3,1,1,3,0,0
2,3,1,1,4,1,0
2,3,1,1,4,0,0
2,3,1,1,5,1,0
2,3,1,1,5,0,0
2,3,2,1,1,1,0
2,3,2,1,1,0,0
2,3,2,1,2,1,0
2,3,2,1,2,0,0
2,3,2,1,3,1,0
2,3,2,1,3,0,0
2,3,2,1,4,1,0
2,3,2,1,4,0,0
2,3,2,1,5,1,0
2,3,2,1,5,0,0
2,3,3,1,1,1,0
2,3,3,1,1,0,0
2,3,3,1,2,1,0
2,3,3,1,2,0,0
2,3,3,1,3,1,0
2,3,3,1,3,0,0
2,3,3,1,4,1,0
2,3,3,1,4,0,0
2,3,3,1,5,1,0
2,3,3,1,5,0,0
2,4,1,0,1,1,0.11950868
2,4,1,0,1,0,0.140633416
2,4,1,0,2,1,0.127985331
2,4,1,0,2,0,0.145370637
2,4,1,0,3,1,0.155194673
2,4,1,0,3,0,0.16733871
2,4,1,0,4,1,0.187728856
2,4,1,0,4,0,0.190856777
2,4,1,0,5,1,0.201126056
2,4,1,0,5,0,0.194364261
2,4,2,0,1,1,0.318272035
2,4,2,0,1,0,0.361695504
2,4,2,0,2,1,0.331573138
2,4,2,0,2,0,0.367219749
2,4,2,0,3,1,0.388098898
2,4,2,0,3,0,0.410935831
2,4,2,0,4,1,0.446037498
2,4,2,0,4,0,0.451724784
2,4,2,0,5,1,0.466745144
2,4,2,0,5,0,0.449885098
2,4,3,0,1,1,0.200210343
2,4,3,0,1,0,0.230617922
2,4,3,0,2,1,0.191141812
2,4,3,0,2,0,0.218484659
2,4,3,0,3,1,0.238305923
2,4,3,0,3,0,0.25699042
2,4,3,0,4,1,0.286202062
2,4,3,0,4,0,0.291316286
2,4,3,0,5,1,0.299129804
2,4,3,0,5,0,0.277007991
2,4,1,1,1,1,0
2,4,1,1,1,0,0
2,4,1,1,2,1,0
2,4,1,1,2,0,0
2,4,1,1,3,1,0
2,4,1,1,3,0,0
2,4,1,1,4,1,0
2,4,1,1,4,0,0
2,4,1,1,5,1,0
2,4,1,1,5,0,0
2,4,2,1,1,1,0
2,4,2,1,1,0,0
2,4,2,1,2,1,0
2,4,2,1,2,0,0
2,4,2,1,3,1,0
2,4,2,1,3,0,0
2,4,2,1,4,1,0
2,4,2,1,4,0,0
2,4,2,1,5,1,0
2,4,2,1,5,0,0
2,4,3,1,1,1,0
2,4,3,1,1,0,0
2,4,3,1,2,1,0
2,4,3,1,2,0,0
2,4,3,1,3,1,0
2,4,3,1,3,0,0
2,4,3,1,4,1,0
2,4,3,1,4,0,0
2,4,3,1,5,1,0
2,4,3,1,5,0,0
2,5,1,0,1,1,0.140563221
2,5,1,0,1,0,0.158650707
2,5,1,0,2,1,0.147986779
2,5,1,0,2,0,0.162487738
2,5,1,0,3,1,0.170253941
2,5,1,0,3,0,0.179415073
2,5,1,0,4,1,0.194011976
2,5,1,0,4,0,0.196260189
2,5,1,0,5,1,0.202975048
2,5,1,0,5,0,0.198628714
2,5,2,0,1,1,0.371946789
2,5,2,0,1,0,0.404351287
2,5,2,0,2,1,0.382192114
2,5,2,0,2,0,0.408262165
2,5,2,0,3,1,0.422695931
2,5,2,0,3,0,0.437882398
2,5,2,0,4,1,0.459903508
2,5,2,0,4,0,0.463357344
2,5,2,0,5,1,0.472287538
2,5,2,0,5,0,0.462240542
2,5,3,0,1,1,0.249284468
2,5,3,0,1,0,0.269963459
2,5,3,0,2,1,0.242551554
2,5,3,0,2,0,0.262003206
2,5,3,0,3,1,0.274853171
2,5,3,0,3,0,0.286032796
2,5,3,0,4,1,0.302119129
2,5,3,0,4,0,0.304752066
2,5,3,0,5,1,0.308699951
2,5,3,0,5,0,0.297199341
2,5,1,1,1,1,0
2,5,1,1,1,0,0
2,5,1,1,2,1,0
2,5,1,1,2,0,0
2,5,1,1,3,1,0
2,5,1,1,3,0,0
2,5,1,1,4,1,0
2,5,1,1,4,0,0
2,5,1,1,5,1,0
2,5,1,1,5,0,0
2,5,2,1,1,1,0
2,5,2,1,1,0,0
2,5,2,1,2,1,0
2,5,2,1,2,0,0
2,5,2,1,3,1,0
2,5,2,1,3,0,0
2,5,2,1,4,1,0
2,5,2,1,4,0,0
2,5,2,1,5,1,0
2,5,2,1,5,0,0
2,5,3,1,1,1,0
2,5,3,1,1,0,0
2,5,3,1,2,1,0
2,5,3,1,2,0,0
2,5,3,1,3,1,0
2,5,3,1,3,0,0
2,5,3,1,4,1,0
2,5,3,1,4,0,0
2,5,3,1,5,1,0
2,5,3,1,5,0,0
2,6,1,0,1,1,0.204024595
2,6,1,0,1,0,0.204663212
2,6,1,0,2,1,0.204365079
2,6,1,0,2,0,0.204610951
2,6,1,0,3,1,0.204878049
2,6,1,0,3,0,0.205831904
2,6,1,0,4,1,0.204819277
2,6,1,0,4,0,0.204878049
2,6,1,0,5,1,0.2
2,6,1,0,5,0,0.206451613
2,6,2,0,1,1,0.466486382
2,6,2,0,1,0,0.471108491
2,6,2,0,2,1,0.468177855
2,6,2,0,2,0,0.471804511
2,6,2,0,3,1,0.473365617
2,6,2,0,3,0,0.475409836
2,6,2,0,4,1,0.477075589
2,6,2,0,4,0,0.477409639
2,6,2,0,5,1,0.48
2,6,2,0,5,0,0.478138223
2,6,3,0,1,1,0.306839883
2,6,3,0,1,0,0.310572687
2,6,3,0,2,1,0.305545354
2,6,3,0,2,0,0.309291919
2,6,3,0,3,1,0.311545293
2,6,3,0,3,0,0.313121272
2,6,3,0,4,1,0.315343915
2,6,3,0,4,0,0.316101657
2,6,3,0,5,1,0.317073171
2,6,3,0,5,0,0.3150358
2,6,1,1,1,1,0
2,6,1,1,1,0,0
2,6,1,1,2,1,0
2,6,1,1,2,0,0
2,6,1,1,3,1,0
2,6,1,1,3,0,0
2,6,1,1,4,1,0
2,6,1,1,4,0,0
2,6,1,1,5,1,0
2,6,1,1,5,0,0
2,6,2,1,1,1,0
2,6,2,1,1,0,0
2,6,2,1,2,1,0
2,6,2,1,2,0,0
2,6,2,1,3,1,0
2,6,2,1,3,0,0
2,6,2,1,4,1,0
2,6,2,1,4,0,0
2,6,2,1,5,1,0
2,6,2,1,5,0,0
2,6,3,1,1,1,0
2,6,3,1,1,0,0
2,6,3,1,2,1,0
2,6,3,1,2,0,0
2,6,3,1,3,1,0
2,6,3,1,3,0,0
2,6,3,1,4,1,0
2,6,3,1,4,0,0
2,6,3,1,5,1,0
2,6,3,1,5,0,0
